Game Title,Platform,Year,Genre,Publisher,Developer,Release Date,User Rating,Global Sales in Millions,North America Sales,Europe Sales,Japan Sales,Other Sales,Total Revenue,Physical vs Digital Sales %,Peak Concurrent Players,Subscription Revenue,Average Playtime Hours,Player Retention %,Year Over Year Growth %,Best Selling Genre By Year,Sales Growth
The Legend of Zelda: Breath of the Wild,PS4,2017,Shooter,Electronic Arts,Rockstar Games,9/29/2021,2.40,514.45,14.48,2.90,1.37,0.40,25722.50,55.00,869961,2.55,27.72,83.39,8.37,Strategy,-92.59
The Witcher 3: Wild Hunt,NES,2011,Racing,Microsoft,Ubisoft,7/21/2018,5.33,12.93,15.13,6.60,0.99,1.95,646.68,53.95,750220,8.01,61.44,61.32,7.55,RPG,-97.49
Call of Duty: Modern Warfare 2,Xbox One,2022,Puzzle,Ubisoft,Naughty Dog,6/6/2020,8.22,1264.61,18.36,5.40,4.75,0.99,63230.38,42.64,350955,6.38,83.96,64.25,12.72,Racing,9677.67
Call of Duty: Modern Warfare 2,GameCube,2016,Sports,Bethesda,Nintendo,12/8/2019,8.56,359.50,10.19,6.59,2.07,3.28,17974.78,58.60,819252,0.25,91.23,69.83,7.17,Adventure,-71.57
FIFA 22,Wii,2010,Puzzle,Ubisoft,EA Sports,3/17/2024,6.11,35.85,18.24,1.35,1.99,5.90,1792.34,47.98,973593,1.56,44.17,84.36,9.69,Platform,-90.03
FIFA 22,PC,2018,Strategy,Activision,Rockstar Games,5/8/2024,1.84,206.46,14.70,5.43,4.12,4.54,10322.78,51.39,822309,9.83,62.09,71.03,14.02,Puzzle,475.94
FIFA 22,GameCube,2014,Shooter,Microsoft,Bungie,11/11/2016,1.81,117.01,11.66,8.14,0.31,4.12,5850.34,43.74,777701,9.09,79.39,62.37,14.74,Platform,-43.33
Minecraft,NES,2020,Shooter,Microsoft,EA Sports,6/17/2010,5.19,706.63,6.91,0.93,4.13,4.21,35331.48,45.20,139171,4.84,93.13,60.35,12.62,Adventure,503.92
Call of Duty: Modern Warfare 2,Wii,2023,Strategy,Bethesda,Rockstar Games,8/16/2019,7.74,3759.18,13.84,8.71,0.03,7.22,187958.84,44.91,629644,1.64,14.55,85.35,5.02,Platform,431.99
Minecraft,Xbox One,2020,Action,Sony,Bungie,2/3/2021,1.17,362.63,11.99,0.51,1.58,9.46,18131.37,45.78,809109,5.35,85.61,78.75,6.49,Platform,-90.35
The Legend of Zelda: Breath of the Wild,PS3,2023,Platform,Electronic Arts,Naughty Dog,5/10/2021,5.79,643.33,16.74,8.36,2.46,8.29,32166.51,40.89,989642,5.86,60.75,67.90,11.22,Platform,77.41
FIFA 22,PS3,2014,Action,Sony,Treyarch,8/14/2020,6.04,55.36,4.20,2.71,1.17,0.06,2767.83,50.00,204780,1.14,26.94,78.39,10.68,Strategy,-91.40
FIFA 22,PS4,2018,Shooter,Electronic Arts,Rockstar Games,9/14/2024,5.29,350.14,10.69,8.91,4.26,5.11,17506.90,40.59,223429,3.75,80.16,76.50,10.26,RPG,532.51
Call of Duty: Modern Warfare 2,Xbox One,2021,Action,Microsoft,Valve,8/6/2019,5.63,118.82,17.01,2.91,4.57,9.98,5941.24,52.00,946698,0.47,13.84,85.59,11.05,Shooter,-66.06
FIFA 22,Switch,2022,Strategy,Ubisoft,Naughty Dog,9/28/2017,3.42,731.54,13.34,5.70,1.81,7.63,36577.09,56.22,752239,1.30,71.65,66.79,5.77,Platform,515.65
Minecraft,PS3,2017,Platform,Sony,Valve,1/31/2013,3.30,88.73,7.65,4.24,2.76,7.23,4436.72,53.35,552737,7.83,96.17,86.07,8.75,Adventure,-87.87
FIFA 22,PC,2020,Shooter,Electronic Arts,Naughty Dog,2/2/2013,3.51,904.08,9.96,9.15,1.32,0.96,45204.23,44.24,197701,3.30,46.29,85.63,14.02,Shooter,918.87
Red Dead Redemption 2,Switch,2018,Adventure,Electronic Arts,EA Sports,11/3/2025,2.18,279.05,16.50,6.74,1.34,7.69,13952.65,52.30,620801,4.95,89.71,66.27,9.44,Action,-69.13
Call of Duty: Modern Warfare 2,PS4,2025,Racing,Nintendo,Valve,8/28/2010,2.12,357.05,5.74,4.48,0.30,6.79,17852.41,54.15,380516,7.53,14.68,82.46,10.57,Sports,27.95
The Legend of Zelda: Breath of the Wild,PS3,2012,Platform,Electronic Arts,Nintendo,3/19/2016,6.17,64.01,9.39,8.16,4.83,1.21,3200.38,41.11,318887,6.14,39.95,89.83,11.31,Puzzle,-82.07
Red Dead Redemption 2,PS4,2020,Shooter,Square Enix,Valve,5/11/2012,5.89,893.87,19.26,7.99,3.99,1.34,44693.46,58.95,520636,8.17,9.20,88.85,7.71,Sports,1296.50
Call of Duty: Modern Warfare 2,GameCube,2010,Platform,Ubisoft,EA Sports,2/26/2018,9.70,15.90,7.42,6.67,2.87,1.33,794.81,59.31,966929,5.28,68.92,80.47,10.72,Puzzle,-98.22
The Witcher 3: Wild Hunt,PS3,2021,Racing,Activision,Treyarch,7/9/2023,1.30,522.79,9.39,8.02,0.72,7.63,26139.52,50.70,679899,8.97,36.43,79.47,10.50,Action,3188.79
Animal Crossing: New Horizons,Switch,2014,Platform,Microsoft,Valve,3/28/2019,4.29,166.70,15.24,1.03,2.59,6.47,8334.85,57.62,847898,3.93,65.81,86.73,14.56,Shooter,-68.11
FIFA 22,PC,2017,Puzzle,Bethesda,Nintendo,8/17/2024,2.67,495.03,13.34,5.96,1.63,6.74,24751.65,51.78,654345,3.55,23.20,66.70,14.43,Sports,196.97
The Legend of Zelda: Breath of the Wild,Xbox 360,2017,Action,Microsoft,Treyarch,8/10/2010,6.78,436.66,15.54,7.66,4.06,1.71,21832.77,41.83,370872,2.38,40.84,74.34,12.10,Racing,-11.79
FIFA 22,NES,2017,RPG,Nintendo,Valve,12/21/2022,3.35,513.06,1.24,2.86,3.27,6.59,25653.15,57.64,321093,6.56,81.23,81.51,7.52,RPG,17.50
Super Mario Odyssey,NES,2010,Puzzle,Electronic Arts,Treyarch,10/13/2013,1.36,39.45,8.64,4.41,4.19,0.13,1972.74,48.29,904699,0.68,75.77,87.24,8.11,RPG,-92.31
Animal Crossing: New Horizons,PC,2016,Shooter,Electronic Arts,Bungie,10/16/2012,4.98,345.90,15.81,2.06,3.63,8.00,17295.12,51.58,156452,0.00,28.80,75.10,9.24,Racing,776.70
The Legend of Zelda: Breath of the Wild,Xbox 360,2021,Racing,Nintendo,Rockstar Games,7/7/2025,9.95,436.20,17.56,6.65,1.57,3.22,21810.24,56.36,481538,1.11,61.91,70.98,8.29,Shooter,26.11
Animal Crossing: New Horizons,Switch,2024,Action,Ubisoft,Bungie,4/7/2012,7.03,3640.80,18.69,0.75,2.01,7.69,182039.98,40.59,243942,9.83,54.05,85.31,5.61,Action,734.65
The Witcher 3: Wild Hunt,Xbox One,2025,Puzzle,Ubisoft,Bungie,5/17/2017,4.26,3244.68,11.96,4.27,3.95,8.90,162233.82,43.88,494649,7.91,68.27,74.17,9.72,Puzzle,-10.88
Super Mario Odyssey,Switch,2012,Strategy,Bethesda,Ubisoft,7/8/2018,1.14,57.39,7.07,5.01,4.86,9.63,2869.28,55.27,620012,6.02,83.53,79.56,10.10,Sports,-98.23
Call of Duty: Modern Warfare 2,Switch,2015,RPG,Bethesda,EA Sports,3/22/2022,4.18,19.82,17.80,0.63,0.48,0.88,990.92,53.55,398382,2.37,8.31,61.73,5.10,Adventure,-65.46
Grand Theft Auto V,Switch,2019,Adventure,Sony,Rockstar Games,7/12/2023,5.89,994.61,19.71,4.27,0.31,5.07,49730.64,47.36,192150,4.75,44.71,60.71,11.34,Strategy,4918.64
FIFA 22,PS4,2017,Action,Sony,Rockstar Games,8/27/2022,8.94,276.94,13.91,8.04,3.34,0.24,13847.03,57.11,757726,7.52,7.28,77.37,6.16,Adventure,-72.16
The Legend of Zelda: Breath of the Wild,PS3,2023,Platform,Electronic Arts,Naughty Dog,7/19/2011,1.43,2940.93,1.35,7.32,3.68,0.31,147046.40,47.10,575924,2.83,32.11,76.78,6.15,Racing,961.93
Red Dead Redemption 2,NES,2014,Sports,Microsoft,Ubisoft,8/29/2013,7.82,38.92,17.06,4.55,2.68,7.49,1945.87,48.01,717997,8.03,84.22,75.39,6.45,Racing,-98.68
Animal Crossing: New Horizons,SNES,2025,Sports,Nintendo,Bungie,2/27/2021,1.38,4977.10,10.87,8.81,0.10,5.08,248854.80,47.68,727617,7.54,90.96,74.12,6.83,Sports,12688.86
The Witcher 3: Wild Hunt,Switch,2025,Strategy,Microsoft,Rockstar Games,2/13/2018,8.34,4678.79,8.27,9.08,0.38,0.83,233939.27,41.76,144784,3.69,98.97,89.66,8.80,Sports,-5.99
Super Mario Odyssey,GameCube,2015,RPG,Square Enix,EA Sports,11/30/2013,9.30,31.77,0.21,1.30,1.71,5.10,1588.73,50.43,407460,2.54,27.00,74.92,6.75,Sports,-99.32
Fortnite,Xbox 360,2016,Sports,Sony,Ubisoft,2/18/2018,7.48,350.91,8.82,3.14,4.70,3.25,17545.67,54.37,336196,8.55,16.39,65.57,7.32,Platform,1004.38
FIFA 22,SNES,2022,Adventure,Bethesda,EA Sports,5/9/2022,2.66,642.92,9.63,3.03,2.10,6.99,32146.06,53.41,730345,4.49,89.71,74.84,6.73,Platform,83.21
FIFA 22,GameCube,2022,RPG,Bethesda,Rockstar Games,9/29/2024,9.71,1987.28,6.73,1.35,0.65,2.80,99363.84,57.63,369378,4.65,22.58,74.43,5.88,Shooter,209.10
Animal Crossing: New Horizons,SNES,2019,RPG,Microsoft,Valve,8/20/2018,2.15,683.56,15.10,4.44,2.27,0.37,34178.11,54.97,660541,6.10,53.32,70.53,8.02,Action,-65.60
Minecraft,NES,2016,Strategy,Square Enix,Valve,1/28/2024,2.94,100.17,6.79,2.95,3.87,8.69,5008.26,51.74,594635,6.80,11.42,78.00,6.42,Sports,-85.35
FIFA 22,PS3,2022,Shooter,Sony,Naughty Dog,4/14/2018,4.85,561.58,14.92,7.56,0.84,1.75,28079.16,48.03,981683,0.35,96.67,82.56,10.99,Racing,460.66
The Witcher 3: Wild Hunt,Xbox 360,2015,Racing,Bethesda,Valve,2/28/2024,1.59,153.24,4.72,8.32,1.89,8.76,7662.12,57.04,169821,1.33,79.96,67.30,8.91,Platform,-72.71
The Witcher 3: Wild Hunt,PS3,2010,RPG,Bethesda,Valve,10/23/2011,6.82,28.16,8.40,2.61,4.77,9.25,1407.84,59.82,880615,0.36,88.71,69.46,5.94,Sports,-81.63
Animal Crossing: New Horizons,GameCube,2014,RPG,Microsoft,Naughty Dog,5/27/2019,7.59,9.81,3.71,7.14,3.17,4.73,490.36,56.53,132220,6.20,73.99,84.22,7.97,Adventure,-65.17
Grand Theft Auto V,GameCube,2015,Shooter,Microsoft,Bungie,4/29/2023,8.97,235.33,2.50,4.15,4.59,5.69,11766.61,49.62,587634,7.63,95.66,73.88,5.49,Shooter,2299.61
The Witcher 3: Wild Hunt,Xbox One,2015,Action,Square Enix,Ubisoft,4/6/2020,8.79,232.69,12.52,4.18,2.28,0.28,11634.67,53.23,747021,6.68,88.76,66.04,12.61,Action,-1.12
FIFA 22,PC,2023,Racing,Activision,Naughty Dog,3/24/2020,6.69,3857.09,8.37,5.77,4.25,2.42,192854.72,54.35,963439,3.38,98.77,74.25,11.63,Sports,1557.59
FIFA 22,Xbox One,2011,RPG,Ubisoft,Naughty Dog,5/6/2022,7.05,10.54,17.35,4.47,4.70,2.94,527.18,59.87,380263,4.82,10.54,65.71,7.61,Shooter,-99.73
Call of Duty: Modern Warfare 2,Switch,2017,Adventure,Sony,Rockstar Games,2/3/2010,2.54,516.21,0.39,8.70,3.59,7.46,25810.58,59.06,916950,7.69,33.63,69.66,10.81,Strategy,4795.96
Minecraft,GameCube,2020,Strategy,Activision,Naughty Dog,2/10/2015,2.58,362.30,5.92,4.01,0.29,3.42,18115.00,47.69,663753,6.79,52.31,65.76,12.13,Shooter,-29.82
Call of Duty: Modern Warfare 2,NES,2025,RPG,Ubisoft,Naughty Dog,5/10/2018,5.85,7152.46,9.73,7.47,3.69,8.87,357623.03,42.65,525270,9.36,12.01,71.54,7.69,Shooter,1874.18
The Witcher 3: Wild Hunt,PS4,2020,Racing,Square Enix,Ubisoft,8/13/2016,4.94,1459.19,2.06,5.84,2.10,2.54,72959.72,41.05,872378,7.66,45.51,89.71,14.21,Puzzle,-79.60
Call of Duty: Modern Warfare 2,Switch,2018,RPG,Electronic Arts,Ubisoft,7/31/2014,2.49,215.94,2.69,1.81,0.03,5.52,10796.87,46.19,429306,8.93,83.15,81.14,14.45,Racing,-85.20
The Witcher 3: Wild Hunt,SNES,2015,Sports,Activision,Naughty Dog,4/24/2025,2.68,87.26,4.03,4.39,3.11,4.29,4362.83,41.39,370512,1.13,66.79,79.71,11.48,Strategy,-59.59
Super Mario Odyssey,SNES,2014,Racing,Activision,Naughty Dog,9/27/2010,1.83,17.85,7.76,8.51,1.80,2.85,892.38,43.76,815260,4.62,99.42,75.49,7.66,Shooter,-79.55
Fortnite,NES,2021,RPG,Sony,Valve,9/5/2012,2.52,2011.17,8.39,0.15,0.50,6.39,100558.59,59.95,452032,2.86,80.02,74.09,12.39,Platform,11168.59
The Legend of Zelda: Breath of the Wild,Wii,2019,Action,Square Enix,Nintendo,1/20/2023,7.72,458.55,0.25,0.90,1.36,8.66,22927.58,44.98,477637,4.39,98.58,64.25,14.04,Racing,-77.20
FIFA 22,SNES,2019,RPG,Bethesda,Nintendo,5/20/2017,7.64,377.78,3.75,1.91,4.33,6.91,18888.93,49.54,892954,5.53,56.89,70.88,11.98,RPG,-17.61
Red Dead Redemption 2,Xbox One,2013,Puzzle,Nintendo,Rockstar Games,11/29/2015,2.76,80.52,2.22,5.48,1.60,5.79,4025.92,58.14,736463,5.23,50.92,74.90,11.26,RPG,-78.69
The Witcher 3: Wild Hunt,Switch,2018,Racing,Electronic Arts,Treyarch,11/17/2010,7.03,644.85,4.17,2.80,1.65,6.38,32242.51,42.23,328023,6.15,86.93,88.59,10.69,Sports,700.87
Super Mario Odyssey,GameCube,2018,Shooter,Square Enix,Ubisoft,2/23/2023,1.05,538.64,3.89,9.02,4.59,6.59,26931.90,40.19,572637,9.06,66.95,60.99,7.68,Adventure,-16.47
FIFA 22,Switch,2014,RPG,Ubisoft,Bungie,2/14/2012,1.66,115.60,5.04,6.94,3.23,3.53,5780.22,44.57,830083,1.20,33.66,86.83,7.70,Shooter,-78.54
Minecraft,Switch,2019,Sports,Nintendo,Bungie,12/2/2016,4.20,370.64,19.21,2.82,1.76,5.21,18532.21,52.37,810024,8.14,7.67,61.36,9.70,Puzzle,220.61
Call of Duty: Modern Warfare 2,SNES,2021,Puzzle,Activision,Ubisoft,10/15/2015,4.79,996.78,16.85,5.61,3.99,1.39,49838.93,42.88,702042,5.48,94.90,60.32,14.16,Shooter,168.93
Animal Crossing: New Horizons,NES,2024,Racing,Ubisoft,Ubisoft,1/29/2010,7.35,1042.83,8.14,1.32,4.68,9.92,52141.34,57.82,502940,2.12,70.89,72.36,5.77,Action,4.62
Fortnite,Switch,2025,Sports,Sony,Naughty Dog,6/26/2015,2.63,432.90,10.46,7.16,4.24,0.97,21644.84,56.68,376890,0.73,30.74,76.07,9.03,Shooter,-58.49
Super Mario Odyssey,Xbox 360,2010,Shooter,Activision,Bungie,7/25/2012,8.77,22.56,0.74,4.04,4.66,8.58,1128.09,48.30,615280,9.02,39.98,67.75,5.09,Sports,-94.79
Call of Duty: Modern Warfare 2,PC,2017,Adventure,Microsoft,EA Sports,9/18/2010,1.92,13.97,1.85,4.15,4.38,9.32,698.42,44.85,105780,5.71,26.03,81.18,10.05,Shooter,-38.09
Red Dead Redemption 2,Xbox 360,2017,Adventure,Microsoft,Naughty Dog,1/22/2014,5.68,320.26,12.98,5.66,3.01,0.99,16012.76,42.32,582944,0.66,75.45,83.70,11.05,Platform,2192.70
Super Mario Odyssey,NES,2014,Racing,Ubisoft,Nintendo,7/14/2018,6.78,178.09,1.23,1.19,0.09,4.16,8904.61,42.22,163263,0.54,38.94,66.70,12.17,Strategy,-44.39
Call of Duty: Modern Warfare 2,NES,2020,RPG,Electronic Arts,Treyarch,8/13/2014,1.81,504.42,1.71,0.64,2.67,1.72,25221.08,48.14,800790,7.05,32.29,76.75,14.53,Puzzle,183.24
Call of Duty: Modern Warfare 2,Xbox One,2017,Platform,Square Enix,Naughty Dog,9/20/2019,3.49,262.07,15.59,0.30,0.25,6.76,13103.68,41.81,853217,6.03,33.06,67.92,10.52,Platform,-48.04
Fortnite,Wii,2018,RPG,Ubisoft,Naughty Dog,11/12/2012,1.75,165.70,2.48,9.08,3.99,6.62,8285.09,51.13,333727,8.64,37.27,63.12,13.24,Racing,-36.77
Animal Crossing: New Horizons,Wii,2017,RPG,Electronic Arts,EA Sports,11/25/2016,9.14,106.30,16.47,5.35,0.25,3.91,5315.00,45.61,411855,6.74,48.11,84.63,11.13,Shooter,-35.85
Animal Crossing: New Horizons,PS4,2018,Racing,Nintendo,Treyarch,3/20/2022,8.03,332.16,9.56,9.78,0.08,2.21,16608.07,40.29,704207,9.17,72.52,75.10,13.41,Action,212.48
Animal Crossing: New Horizons,GameCube,2019,Action,Activision,Treyarch,9/18/2018,2.97,302.77,10.37,5.44,0.68,8.98,15138.51,55.75,534940,0.47,86.10,76.77,13.81,Puzzle,-8.85
Fortnite,SNES,2014,Racing,Microsoft,Bungie,4/12/2011,1.10,27.50,2.43,1.78,2.68,2.24,1375.20,46.77,633454,0.74,46.15,65.32,6.81,Puzzle,-90.92
Call of Duty: Modern Warfare 2,Xbox One,2018,RPG,Electronic Arts,Nintendo,5/29/2025,5.64,494.76,14.75,8.93,3.28,2.01,24737.80,43.24,246676,4.71,35.27,75.17,14.96,Platform,1698.85
Minecraft,SNES,2013,Sports,Activision,Valve,11/22/2019,8.82,5.87,7.99,1.24,4.59,9.31,293.27,57.84,334377,3.92,60.62,63.03,13.51,Adventure,-98.81
Call of Duty: Modern Warfare 2,Wii,2023,Sports,Square Enix,Nintendo,8/27/2022,6.39,791.93,6.03,0.97,4.94,0.88,39596.67,41.52,434775,1.03,24.59,60.32,6.41,Strategy,13401.98
Animal Crossing: New Horizons,Xbox 360,2021,Adventure,Bethesda,EA Sports,7/8/2024,3.29,1237.38,1.45,6.06,0.40,1.69,61869.04,55.64,670424,3.09,85.89,69.64,13.74,Puzzle,56.25
Fortnite,Xbox 360,2025,Sports,Activision,EA Sports,1/27/2021,4.78,5204.36,11.19,4.33,2.99,5.46,260217.94,47.70,349631,6.44,78.10,67.19,6.46,RPG,320.59
Fortnite,PC,2023,Strategy,Bethesda,Bungie,6/30/2014,2.47,1090.13,8.67,3.26,3.65,5.72,54506.65,58.39,900348,0.32,43.40,85.69,13.51,Puzzle,-79.05
Super Mario Odyssey,PS3,2019,Puzzle,Nintendo,Treyarch,2/9/2012,9.73,484.45,8.43,3.54,2.79,0.44,24222.51,47.58,563828,4.01,10.70,87.36,6.61,Racing,-55.56
Grand Theft Auto V,PS3,2010,Strategy,Sony,Bungie,4/27/2019,2.76,46.84,9.77,0.66,3.46,3.65,2342.11,53.72,373970,1.06,44.37,60.17,10.99,Action,-90.33
Minecraft,GameCube,2010,RPG,Ubisoft,Treyarch,1/16/2020,7.63,14.69,18.12,8.23,1.31,6.69,734.68,44.86,353109,2.29,93.70,84.09,12.97,Adventure,-68.63
Minecraft,Wii,2021,Puzzle,Microsoft,Naughty Dog,8/7/2024,7.13,1208.67,15.47,2.16,3.40,5.97,60433.25,58.88,307856,1.37,7.47,66.07,9.92,Sports,8125.79
FIFA 22,GameCube,2015,Shooter,Sony,EA Sports,2/21/2024,2.41,159.99,17.82,0.64,4.81,2.27,7999.69,54.27,457272,8.02,42.91,61.98,7.37,Strategy,-86.76
Grand Theft Auto V,Switch,2025,Adventure,Sony,Naughty Dog,10/23/2020,5.93,5233.80,18.82,3.80,0.60,2.10,261690.12,45.49,427505,7.54,57.27,71.82,10.06,Racing,3171.25
Super Mario Odyssey,Xbox 360,2017,Action,Sony,Nintendo,7/1/2017,3.09,184.51,3.03,2.68,1.77,8.80,9225.43,51.56,205315,9.65,30.70,72.37,13.72,Adventure,-96.47
FIFA 22,NES,2023,Racing,Nintendo,Ubisoft,2/10/2015,3.52,2710.96,0.87,5.08,1.63,9.60,135548.00,44.38,139676,5.84,57.96,81.39,7.82,Racing,1369.29
Red Dead Redemption 2,Xbox 360,2025,Adventure,Square Enix,EA Sports,2/13/2014,9.57,3185.54,13.27,3.46,0.35,9.53,159276.90,47.06,374694,7.29,32.27,69.59,7.31,Sports,17.51
The Legend of Zelda: Breath of the Wild,Xbox One,2024,Platform,Sony,Valve,10/27/2018,8.43,2002.37,8.56,7.59,4.83,8.57,100118.55,42.49,499680,6.07,14.08,85.66,9.68,Strategy,-37.14
Minecraft,SNES,2014,Shooter,Microsoft,Naughty Dog,7/9/2010,2.98,16.63,12.91,7.47,3.26,6.04,831.67,57.13,851576,4.18,27.94,70.36,7.96,Sports,-99.17
Super Mario Odyssey,NES,2025,Shooter,Bethesda,Valve,5/28/2022,8.44,5437.22,12.55,4.27,0.61,4.38,271860.86,44.71,603600,1.73,36.05,88.27,13.08,RPG,32588.60
Super Mario Odyssey,Wii,2014,RPG,Microsoft,Naughty Dog,2/22/2023,9.40,170.71,6.92,6.51,4.89,8.77,8535.51,59.43,912189,9.51,26.28,75.67,13.54,Platform,-96.86
The Legend of Zelda: Breath of the Wild,Switch,2021,Puzzle,Electronic Arts,Naughty Dog,12/8/2012,9.75,538.03,18.91,1.47,4.66,3.11,26901.67,55.95,949505,5.71,16.49,62.76,5.19,Sports,215.17
FIFA 22,Xbox 360,2011,Racing,Activision,Treyarch,9/2/2025,6.64,63.58,4.45,8.99,0.98,4.39,3178.98,45.94,289872,6.94,97.58,89.54,11.83,Strategy,-88.18
Grand Theft Auto V,PS4,2012,Platform,Microsoft,Ubisoft,12/25/2010,2.91,91.42,15.61,5.16,1.86,9.11,4571.15,51.25,730511,7.78,68.24,61.42,10.61,Strategy,43.79
Grand Theft Auto V,SNES,2015,Action,Sony,Nintendo,5/1/2017,8.19,104.24,4.03,6.53,1.06,0.76,5212.14,40.12,378185,0.40,89.49,88.23,5.00,RPG,14.02
The Legend of Zelda: Breath of the Wild,Xbox One,2017,Action,Sony,Valve,9/5/2022,2.82,490.67,19.48,5.23,0.06,5.80,24533.28,47.31,746319,9.06,64.41,75.48,8.57,Shooter,370.69
Call of Duty: Modern Warfare 2,GameCube,2018,Platform,Electronic Arts,Ubisoft,4/6/2018,3.77,41.70,8.23,4.95,2.65,2.96,2084.83,53.88,406099,6.64,70.02,60.84,5.35,Platform,-91.50
FIFA 22,GameCube,2015,Racing,Square Enix,EA Sports,2/23/2020,9.01,47.05,4.82,1.20,3.54,1.12,2352.61,47.31,997034,8.11,11.73,79.31,6.64,RPG,12.84
FIFA 22,Wii,2012,Strategy,Nintendo,Rockstar Games,3/26/2025,9.98,89.11,2.40,9.94,3.59,7.45,4455.55,56.64,333671,0.51,65.07,88.77,6.46,Action,89.39
Red Dead Redemption 2,Wii,2018,Strategy,Ubisoft,Nintendo,12/7/2011,7.71,70.42,9.90,1.33,4.36,0.29,3520.76,42.27,290853,8.90,9.96,68.60,13.41,Shooter,-20.98
Red Dead Redemption 2,Xbox One,2014,Adventure,Nintendo,Valve,1/20/2014,5.38,96.62,17.84,9.26,4.86,8.33,4830.95,50.82,364490,8.66,98.98,65.06,14.21,Shooter,37.21
The Legend of Zelda: Breath of the Wild,NES,2013,Racing,Electronic Arts,Valve,4/28/2018,3.49,88.48,0.92,2.67,4.47,5.88,4423.90,51.44,470604,0.23,75.53,77.59,10.47,Sports,-8.43
Animal Crossing: New Horizons,PS3,2019,Adventure,Bethesda,Bungie,7/15/2017,5.63,776.45,8.01,2.01,3.14,4.01,38822.64,53.94,685301,9.06,24.68,87.47,14.36,Action,777.57
Call of Duty: Modern Warfare 2,PC,2017,Puzzle,Bethesda,EA Sports,8/13/2022,8.58,79.62,4.02,0.42,3.42,1.10,3980.88,55.80,610783,8.23,61.91,74.05,12.49,Strategy,-89.75
Fortnite,Switch,2024,Action,Activision,Ubisoft,2/22/2024,4.33,3798.78,18.14,0.58,3.12,0.74,189938.78,54.36,264891,9.06,17.28,86.80,8.11,Racing,4671.28
Call of Duty: Modern Warfare 2,NES,2017,Puzzle,Nintendo,Rockstar Games,1/8/2025,6.25,445.57,19.93,7.95,4.50,2.78,22278.54,46.70,780128,7.88,78.01,76.49,12.98,Platform,-88.27
Minecraft,SNES,2010,RPG,Electronic Arts,Ubisoft,10/13/2024,9.39,41.20,10.67,8.42,0.64,3.93,2060.11,58.11,797085,0.65,67.71,74.53,13.36,Racing,-90.75
Grand Theft Auto V,Wii,2024,RPG,Nintendo,Treyarch,5/21/2023,1.73,3193.25,17.38,5.94,3.48,9.16,159662.58,51.23,418911,6.14,59.18,81.51,10.12,Platform,7650.20
Grand Theft Auto V,NES,2010,Shooter,Microsoft,Naughty Dog,1/11/2013,3.41,17.61,0.44,9.12,3.41,4.18,880.49,41.53,768650,5.40,9.13,73.22,6.93,Shooter,-99.45
Minecraft,Switch,2015,Adventure,Activision,EA Sports,10/8/2019,9.42,128.83,7.67,8.95,1.60,1.19,6441.59,58.63,949207,3.08,27.89,76.67,5.71,Strategy,631.59
Grand Theft Auto V,Xbox 360,2024,Platform,Microsoft,Treyarch,7/17/2019,1.93,5237.01,12.19,4.68,1.70,9.27,261850.69,52.76,469559,7.34,82.62,78.02,11.40,Shooter,3965.00
Red Dead Redemption 2,Switch,2021,Shooter,Activision,Nintendo,2/8/2012,8.81,1179.46,17.94,2.69,4.23,9.40,58972.95,53.23,728032,4.18,91.34,81.90,6.83,Sports,-77.48
Minecraft,Switch,2023,Shooter,Ubisoft,Valve,7/13/2012,5.04,1052.20,9.93,6.62,4.75,4.64,52609.86,59.54,945178,3.65,23.52,89.95,13.98,Puzzle,-10.79
Super Mario Odyssey,NES,2018,Racing,Sony,Naughty Dog,2/3/2021,2.38,332.74,3.37,0.14,1.10,9.36,16637.22,47.83,659483,0.86,17.54,63.00,10.41,Platform,-68.38
Super Mario Odyssey,NES,2011,Strategy,Ubisoft,Treyarch,4/18/2013,9.36,33.42,13.20,6.38,1.18,3.86,1671.18,50.20,539520,8.47,73.54,63.66,7.47,Strategy,-89.96
Super Mario Odyssey,GameCube,2011,Sports,Square Enix,Valve,6/12/2012,6.12,37.68,0.27,9.76,2.84,3.88,1884.18,59.47,264073,8.71,90.03,61.39,5.63,Action,12.75
Minecraft,SNES,2024,Action,Nintendo,EA Sports,8/2/2020,5.93,4122.97,5.93,2.92,0.42,8.90,206148.40,54.27,864240,0.26,55.17,62.83,11.14,Racing,10841.04
Super Mario Odyssey,NES,2014,Adventure,Microsoft,Ubisoft,2/12/2019,4.09,59.87,3.05,8.73,1.37,3.67,2993.47,42.17,434683,4.32,20.84,79.75,9.06,Platform,-98.55
Fortnite,PC,2012,Adventure,Bethesda,Rockstar Games,8/3/2014,7.51,10.05,2.43,8.47,1.28,3.62,502.55,56.88,752233,1.67,50.62,65.96,7.54,Action,-83.21
Fortnite,GameCube,2015,Action,Ubisoft,Bungie,3/19/2019,3.64,200.88,7.72,5.11,4.48,7.87,10043.81,47.16,988574,7.28,47.26,86.51,9.27,Racing,1898.57
The Witcher 3: Wild Hunt,Switch,2012,Sports,Square Enix,Ubisoft,6/30/2020,7.78,30.15,0.56,7.75,2.83,1.21,1507.72,42.31,912263,3.95,38.25,72.56,13.36,Sports,-84.99
Grand Theft Auto V,GameCube,2017,Puzzle,Square Enix,Bungie,4/6/2025,5.75,65.40,7.22,8.16,0.36,3.72,3269.97,53.87,401843,6.09,37.46,65.61,11.68,Platform,116.88
